,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
260110,401010,0,Cash loans,M,Y,Y,0,135000.0,808650.0,26217.0,675000.0,Other_A,Working,Higher education,Married,House / apartment,0.010556,-16069,-3403,-2398.0,-5169,8.0,1,1,0,1,0,0,Laborers,2.0,3,3,MONDAY,12,0,0,0,0,1,1,Government,,0.2335281102076608,0.3425288720742255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1767.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
260111,401011,0,Revolving loans,F,N,N,0,45000.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.009334,-16883,-6874,-9972.0,-423,,1,1,1,1,1,0,Core staff,2.0,2,2,FRIDAY,9,0,0,0,0,0,0,Postal,,0.6237711702336078,0.633031641417419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
260112,401012,0,Cash loans,F,N,Y,0,72000.0,254700.0,14350.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.0031219999999999,-24517,365243,-51.0,-4601,,1,0,0,1,0,0,,1.0,3,3,THURSDAY,10,0,0,0,0,0,0,XNA,,0.2659601476424213,0.7267112092725122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,9.0
260113,401013,0,Cash loans,F,N,Y,1,203400.0,1006920.0,42790.5,900000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.0228,-11799,-3469,-1723.0,-4429,,1,1,0,1,0,0,Core staff,3.0,2,2,FRIDAY,16,0,0,0,0,0,0,School,0.3907678402745465,0.6233913336785767,0.7309873696832169,0.0825,0.09,0.9826,0.762,0.0121,0.0,0.2069,0.1667,0.0417,0.0,0.0672,0.0828,0.0,0.0,0.084,0.0934,0.9826,0.7713,0.0122,0.0,0.2069,0.1667,0.0417,0.0,0.0735,0.0862,0.0,0.0,0.0833,0.09,0.9826,0.7652,0.0122,0.0,0.2069,0.1667,0.0417,0.0,0.0684,0.0843,0.0,0.0,reg oper account,block of flats,0.0717,"Stone, brick",No,0.0,0.0,0.0,0.0,-644.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
260114,401014,0,Cash loans,M,Y,N,0,234000.0,1256400.0,36864.0,900000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.01885,-16642,-1569,-4746.0,-190,0.0,1,1,0,1,0,0,Managers,2.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Military,0.5307079440143753,0.6030479719772679,0.3392876999089139,0.067,0.0796,0.9762,0.6736,0.032,0.0,0.1379,0.1667,0.2083,0.0101,0.0538,0.0506,0.0039,0.0979,0.0683,0.0826,0.9762,0.6864,0.0323,0.0,0.1379,0.1667,0.2083,0.0103,0.0588,0.0528,0.0039,0.1037,0.0677,0.0796,0.9762,0.6779999999999999,0.0323,0.0,0.1379,0.1667,0.2083,0.0103,0.0547,0.0515,0.0039,0.1,reg oper account,block of flats,0.0786,"Stone, brick",No,1.0,0.0,1.0,0.0,-1848.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
260115,401015,0,Cash loans,F,N,N,0,94500.0,562500.0,18144.0,562500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.0105,-16609,365243,-3856.0,-143,,1,0,0,1,1,0,,1.0,3,3,WEDNESDAY,19,0,0,0,1,0,0,XNA,,0.5522921649805291,0.6894791426446275,0.0825,0.0,0.9836,0.7756,0.0129,0.0,0.2069,0.1667,0.0417,0.0908,0.0672,0.0817,0.0,0.0,0.084,0.0,0.9836,0.7844,0.013,0.0,0.2069,0.1667,0.0417,0.0929,0.0735,0.0851,0.0,0.0,0.0833,0.0,0.9836,0.7786,0.013,0.0,0.2069,0.1667,0.0417,0.0924,0.0684,0.0832,0.0,0.0,not specified,block of flats,0.0713,Panel,No,0.0,0.0,0.0,0.0,-466.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
260116,401016,0,Cash loans,F,Y,Y,0,189000.0,654048.0,23620.5,540000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.030755,-12316,-3615,-2871.0,-4820,9.0,1,1,0,1,0,1,Accountants,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Self-employed,0.596627783579606,0.2561699473285046,0.2622489709189549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-70.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
260117,401017,0,Cash loans,M,N,Y,1,99000.0,221031.0,11412.0,184500.0,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,0.025164,-16533,-3406,-140.0,-74,,1,1,0,1,0,0,Laborers,3.0,2,2,SATURDAY,9,0,0,0,1,1,0,Medicine,0.7821500389025257,0.6760066521464073,,0.3299,0.1952,0.9866,0.8164,0.0111,0.44,0.3793,0.375,0.4167,0.0,0.269,0.4088,0.0,0.0,0.3361,0.2026,0.9866,0.8236,0.0112,0.4431,0.3793,0.375,0.4167,0.0,0.2938,0.4259,0.0,0.0,0.3331,0.1952,0.9866,0.8189,0.0111,0.44,0.3793,0.375,0.4167,0.0,0.2736,0.4161,0.0,0.0,reg oper account,block of flats,0.3276,Panel,No,0.0,0.0,0.0,0.0,-1652.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
260118,401018,1,Cash loans,M,Y,Y,1,225000.0,728460.0,57685.5,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.008019,-16783,-3451,-164.0,-337,5.0,1,1,0,1,0,0,Managers,3.0,2,2,THURSDAY,17,0,0,0,0,0,0,Transport: type 4,0.1558587538176515,0.500144022815765,0.1021187878635838,0.066,,0.9816,0.7484,,0.0,0.1034,0.125,0.1667,,0.0538,0.0444,,0.0,0.0672,,0.9816,0.7583,,0.0,0.1034,0.125,0.1667,,0.0588,0.0463,,0.0,0.0666,,0.9816,0.7518,,0.0,0.1034,0.125,0.1667,,0.0547,0.0452,,0.0,reg oper account,block of flats,0.0459,"Stone, brick",No,1.0,0.0,1.0,0.0,-374.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
260119,401019,0,Cash loans,F,N,Y,0,81000.0,309420.0,11794.5,202500.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.030755,-22292,365243,-987.0,-4066,,1,0,0,1,1,0,,1.0,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,,0.385322185316969,0.6380435278721609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-433.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
260120,401020,0,Cash loans,M,Y,Y,0,90000.0,67500.0,6309.0,67500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,-17139,-1257,-1475.0,-635,19.0,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.7246809989431343,0.5046813193144684,0.0918,0.109,0.9836,0.7756,,0.0,0.2069,0.1667,0.2083,0.0986,0.0748,0.0896,0.0,0.0,0.0935,0.1131,0.9836,0.7844,,0.0,0.2069,0.1667,0.2083,0.1008,0.0817,0.0933,0.0,0.0,0.0926,0.109,0.9836,0.7786,,0.0,0.2069,0.1667,0.2083,0.1003,0.0761,0.0912,0.0,0.0,,block of flats,0.0772,Panel,No,6.0,0.0,6.0,0.0,-190.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
260121,401021,0,Cash loans,F,N,Y,1,180000.0,810000.0,23814.0,810000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.02461,-19783,-3753,-2312.0,-3220,,1,1,0,1,1,0,Cooking staff,3.0,2,2,THURSDAY,16,0,0,0,0,0,0,Other,,0.68949486416239,0.6313545365850379,0.1227,0.131,0.9791,0.7144,0.2139,0.0,0.2759,0.1667,0.2083,0.1274,,0.1132,,0.0,0.125,0.1359,0.9791,0.7256,0.2159,0.0,0.2759,0.1667,0.2083,0.1303,,0.1179,,0.0,0.1239,0.131,0.9791,0.7182,0.2153,0.0,0.2759,0.1667,0.2083,0.1297,,0.1152,,0.0,,block of flats,0.089,Panel,No,0.0,0.0,0.0,0.0,-695.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,5.0
260122,401023,0,Cash loans,F,Y,N,0,72000.0,506889.0,23760.0,418500.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.030755,-19528,-5563,-3978.0,-2966,31.0,1,1,0,1,0,0,Laborers,1.0,2,2,WEDNESDAY,13,0,0,0,0,1,1,Business Entity Type 3,,0.6366076619108085,0.2055981385493208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-417.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
260123,401024,0,Revolving loans,F,N,Y,0,225000.0,900000.0,45000.0,900000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.002506,-17959,-2856,-4175.0,-1494,,1,1,0,1,1,0,Accountants,2.0,2,2,FRIDAY,7,0,0,0,0,0,0,Industry: type 9,0.5935990616150194,0.7465939867679201,0.7001838506835805,0.0737,,0.9846,0.7892,0.0,0.0,0.1897,0.1667,0.0417,,0.0601,0.0792,0.0,0.0022,0.0672,,0.9841,0.7909,0.0,0.0,0.1724,0.1667,0.0417,,0.0588,0.0774,0.0,0.0,0.0744,,0.9846,0.792,0.0,0.0,0.1897,0.1667,0.0417,,0.0611,0.0806,0.0,0.0023,reg oper account,block of flats,0.0585,,No,0.0,0.0,0.0,0.0,-1001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
260124,401025,0,Cash loans,F,Y,Y,1,135000.0,348826.5,20155.5,288000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.003813,-13005,-3101,-1217.0,-4063,7.0,1,1,0,1,0,0,Core staff,3.0,2,2,THURSDAY,8,0,0,0,0,0,0,Government,0.6366904959961238,0.4860375962610465,0.3539876078507373,0.1165,0.1872,0.994,0.9388,0.0014,0.0,0.2414,0.1875,0.0417,0.1633,0.0488,0.1179,0.0541,0.043,0.0756,0.1737,0.993,0.9412,0.0014,0.0,0.1379,0.1667,0.0417,0.1669999999999999,0.0533,0.065,0.0545,0.0377,0.1176,0.1872,0.994,0.9396,0.0014,0.0,0.2414,0.1875,0.0417,0.1662,0.0496,0.12,0.0543,0.0439,reg oper account,block of flats,0.1695,Panel,No,1.0,0.0,1.0,0.0,-1678.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
260125,401026,0,Revolving loans,F,N,Y,0,135000.0,382500.0,19125.0,382500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,-15182,-728,-7112.0,-4517,,1,1,0,1,0,0,Core staff,2.0,1,1,THURSDAY,12,0,0,0,0,0,0,Trade: type 3,,0.7594713057937189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-347.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
260126,401027,0,Cash loans,M,Y,Y,0,270000.0,1057266.0,44923.5,945000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.008575,-13438,-1717,-7586.0,-4729,2.0,1,1,0,1,1,0,Laborers,2.0,2,2,SATURDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.5012483331359532,0.6642482627052363,0.1669999999999999,0.1401,0.9846,,,0.0,0.3793,0.1667,,,,0.0911,,,0.1702,0.1454,0.9846,,,0.0,0.3793,0.1667,,,,0.0949,,,0.1686,0.1401,0.9846,,,0.0,0.3793,0.1667,,,,0.0927,,,,block of flats,0.1205,"Stone, brick",No,8.0,0.0,8.0,0.0,-160.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
260127,401028,0,Cash loans,F,N,Y,1,157500.0,276277.5,20232.0,238500.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.0088659999999999,-16406,-2926,-9419.0,-4619,,1,1,0,1,0,1,,3.0,2,2,SUNDAY,14,0,0,0,0,0,0,Construction,0.8983731687465821,0.7328799900233459,0.6479768603302221,0.1052,0.0904,0.9767,0.6804,0.0186,0.0,0.2069,0.1667,0.2083,0.1117,0.0807,0.0749,0.0232,0.1295,0.1071,0.0938,0.9767,0.6929,0.0188,0.0,0.2069,0.1667,0.2083,0.1142,0.0882,0.078,0.0233,0.1371,0.1062,0.0904,0.9767,0.6847,0.0187,0.0,0.2069,0.1667,0.2083,0.1136,0.0821,0.0762,0.0233,0.1323,reg oper account,block of flats,0.0973,"Stone, brick",No,1.0,0.0,1.0,0.0,-1701.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
260128,401030,0,Cash loans,M,Y,N,2,180000.0,1078200.0,34780.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-13136,-4996,-2170.0,-4350,7.0,1,1,1,1,1,1,Laborers,4.0,3,2,FRIDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.6633616707518591,0.601874812431812,0.6161216908872079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-826.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
260129,401031,0,Cash loans,F,N,N,2,90000.0,157050.0,9621.0,112500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010556,-9950,-121,-1592.0,-2635,,1,1,0,1,0,0,Sales staff,4.0,3,3,FRIDAY,13,0,0,0,1,1,1,Agriculture,,0.6119067686521692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-722.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
260130,401032,0,Cash loans,F,Y,N,0,180000.0,284400.0,16326.0,225000.0,Unaccompanied,Working,Higher education,Single / not married,Municipal apartment,0.02461,-14845,-7695,-8960.0,-4479,7.0,1,1,1,1,1,0,Managers,1.0,2,2,TUESDAY,14,0,0,0,0,0,0,School,0.8016692755330558,0.7258226286004312,0.6754132910917112,0.4691,0.269,0.9831,,,0.4,0.3448,0.3333,,0.2943,,0.4489,,0.0,0.4779,0.2792,0.9831,,,0.4028,0.3448,0.3333,,0.301,,0.4677,,0.0,0.4736,0.269,0.9831,,,0.4,0.3448,0.3333,,0.2994,,0.4569,,0.0,,block of flats,0.4072,Panel,No,7.0,0.0,7.0,0.0,-1721.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,2.0
260131,401033,1,Cash loans,F,N,Y,1,203134.5,728460.0,37849.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.0084739999999999,-13705,-497,-1109.0,-4331,,1,1,1,1,1,0,Sales staff,2.0,2,2,MONDAY,16,0,0,0,0,0,0,Trade: type 7,0.5924961219024961,0.3470055156573819,0.501075160239048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-234.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
260132,401034,0,Cash loans,F,N,N,0,103500.0,119893.5,12586.5,103500.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.015221,-15874,-6598,-8536.0,-4673,,1,1,0,1,1,0,Managers,2.0,2,2,SATURDAY,11,0,0,0,0,0,0,Other,0.5277149797562503,0.7716014172218177,0.6925590674998008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1780.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
260133,401037,0,Cash loans,F,N,Y,0,157500.0,604152.0,26739.0,540000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-19230,-3541,-10659.0,-2764,,1,1,0,1,0,0,,2.0,2,2,TUESDAY,15,0,0,0,0,1,1,Government,,0.2718886367705481,0.3589512285783967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,7.0,1.0,-2158.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
260134,401038,0,Cash loans,M,N,Y,0,112500.0,679500.0,19998.0,679500.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.01885,-13390,-1611,-553.0,-4146,,1,1,1,1,0,0,Drivers,1.0,2,2,WEDNESDAY,9,0,0,0,0,1,1,Agriculture,0.4199076700040299,0.7083837208728899,0.3893387918468769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-664.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
260135,401039,0,Cash loans,F,N,Y,2,157500.0,247986.0,12676.5,207000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-13561,-2699,-1468.0,-4628,,1,1,0,1,0,0,Accountants,4.0,2,2,SUNDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.7077852849173291,0.4674162273099747,0.5989262182569273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,-2183.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
260136,401041,0,Cash loans,F,N,N,0,135000.0,454500.0,19386.0,454500.0,Unaccompanied,Commercial associate,Higher education,Single / not married,Municipal apartment,0.009334,-10402,-142,-5064.0,-2881,,1,1,0,1,0,1,Core staff,1.0,2,2,SATURDAY,16,0,0,0,0,0,0,Medicine,,0.7115716365971123,0.6706517530862718,,,0.9767,,,,,,,,,0.096,,,,,0.9767,,,,,,,,,0.1001,,,,,0.9767,,,,,,,,,0.0978,,,,,0.0755,,No,0.0,0.0,0.0,0.0,-1292.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
260137,401042,0,Cash loans,F,N,N,0,112500.0,472500.0,44860.5,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.019101,-22408,365243,-10489.0,-4797,,1,0,0,1,1,0,,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,XNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,0.0,-1099.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
260138,401043,0,Cash loans,F,N,Y,0,90000.0,299772.0,17338.5,247500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,0.04622,-22337,-191,-16419.0,-3919,,1,1,0,1,0,0,Accountants,1.0,1,1,MONDAY,11,0,0,0,0,0,0,Government,,0.7777579501860357,0.4101025731788671,0.101,0.0816,0.9771,0.6872,0.0136,0.0,0.2069,0.1667,0.2083,0.0386,0.0815,0.0862,0.0039,0.0058,0.1029,0.0847,0.9772,0.6994,0.0137,0.0,0.2069,0.1667,0.2083,0.0395,0.0891,0.0898,0.0039,0.0061,0.102,0.0816,0.9771,0.6914,0.0137,0.0,0.2069,0.1667,0.2083,0.0393,0.0829,0.0877,0.0039,0.0059,reg oper account,block of flats,0.0913,"Stone, brick",No,0.0,0.0,0.0,0.0,-2197.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
260139,401044,0,Cash loans,F,Y,Y,0,202500.0,226422.0,12411.0,189000.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.00702,-13140,-5063,-606.0,-4219,6.0,1,1,0,1,0,0,High skill tech staff,1.0,2,2,SATURDAY,16,0,0,0,0,0,0,Industry: type 9,0.4343940954142188,0.3482254551823049,0.3572932680336494,0.0227,,0.9806,0.7348,,0.0,0.069,0.0417,0.0833,,0.0185,0.0182,0.0,0.0,0.0231,,0.9806,0.7452,,0.0,0.069,0.0417,0.0833,,0.0202,0.019,0.0,0.0,0.0229,,0.9806,0.7383,,0.0,0.069,0.0417,0.0833,,0.0188,0.0185,0.0,0.0,reg oper account,block of flats,0.0158,"Stone, brick",No,3.0,0.0,3.0,0.0,-1650.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8.0,3.0,5.0
260140,401046,0,Revolving loans,F,N,N,0,90000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00496,-11454,-841,-2682.0,-2694,,1,1,0,1,0,0,Cooking staff,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Military,,0.4002371364587809,,0.0874,0.0252,0.9816,0.7348,0.0204,0.0,0.0948,0.1667,0.2083,0.0549,0.095,0.0485,0.0,0.0,0.0525,0.0259,0.9796,0.7321,0.0167,0.0,0.1379,0.1667,0.2083,0.0494,0.0918,0.0396,0.0,0.0,0.0916,0.0252,0.9816,0.7383,0.0206,0.0,0.1034,0.1667,0.2083,0.0558,0.0966,0.0531,0.0,0.0,reg oper account,block of flats,0.0299,"Stone, brick",No,0.0,0.0,0.0,0.0,-583.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
260141,401047,0,Cash loans,F,N,N,0,157500.0,552555.0,16879.5,477000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.016612,-21643,365243,-4673.0,-1397,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,16,0,0,0,0,0,0,XNA,,0.7654357473055665,0.4436153084085652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2406.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
